Doy,Rain,dt,Temp,Radiation,Relative Humidity,Wind,lat,long,elev,height
1.94,0,0.01,22.4,2.285444444,72.05555556,0.211111111,14.24,102.69,295,2.5
1.95,0,0.01,22.16666667,3.071,72.88888889,0.733333333,14.24,102.69,295,2.5
1.96,0,0.01,22.05555556,3.463888889,73.36666667,0.388888889,14.24,102.69,295,2.5
1.97,0,0.01,21.94444444,3.202,73.97777778,2.011111111,14.24,102.69,295,2.5
1.98,0,0.01,21.8,2.547333333,74.23333333,0.933333333,14.24,102.69,295,2.5
1.99,0,0.01,21.6,3.3985,74.75,1.133333333,14.24,102.69,295,2.5
2,0,0.01,21.43333333,3.856777778,75.15555556,2.044444444,14.24,102.69,295,2.5
2.01,0,0.01,21.31111111,2.678333333,75.82222222,0.955555556,14.24,102.69,295,2.5
2.02,0,0.01,21.25555556,3.071111111,75.87777778,1.977777778,14.24,102.69,295,2.5
2.03,0,0.01,21.33333333,3.464,75.31111111,1.488888889,14.24,102.69,295,2.5
2.04,0,0.01,21.31111111,2.678222222,75.45555556,2.588888889,14.24,102.69,295,2.5
2.05,0,0.01,21.24444444,3.071111111,75.7,2.766666667,14.24,102.69,295,2.5
2.06,0,0.01,21.1,3.594777778,76.15555556,1.222222222,14.24,102.69,295,2.5
2.07,0,0.01,20.97777778,2.809222222,76.31111111,2.322222222,14.24,102.69,295,2.5
2.08,0,0.01,20.9,3.594833333,76.41666667,1.183333333,14.24,102.69,295,2.5
2.09,0,0.01,20.85555556,2.547333333,76.43333333,3.655555556,14.24,102.69,295,2.5
2.1,0,0.01,20.83333333,2.547333333,76.25555556,1.833333333,14.24,102.69,295,2.5
2.11,0,0.01,20.74444444,2.809222222,76.23333333,2.488888889,14.24,102.69,295,2.5
2.12,0,0.01,20.72857143,4.739142857,77.62857143,2.4,14.24,102.69,295,2.5
2.13,0,0.01,20.65,5.696,79.01666667,1,14.24,102.69,295,2.5
2.14,0,0.01,20.46666667,4.910333333,79.1,3.15,14.24,102.69,295,2.5
2.15,0,0.01,20.25,5.499333333,79.15,4.183333333,14.24,102.69,295,2.5
2.16,0,0.01,20.1,4.41925,79.2,3.575,14.24,102.69,295,2.5
2.17,0,0.01,19.95,4.517333333,79.71666667,1.133333333,14.24,102.69,295,2.5
2.18,0,0.01,19.78333333,4.321,80.28333333,1.616666667,14.24,102.69,295,2.5
2.19,0,0.01,19.53333333,4.321,80.78333333,1.866666667,14.24,102.69,295,2.5
2.2,0,0.01,19.53333333,4.910166667,80.55,1.35,14.24,102.69,295,2.5
2.21,0,0.01,19.4,5.1065,80.93333333,1.766666667,14.24,102.69,295,2.5
2.22,0,0.01,19.13333333,5.106333333,81.7,1.383333333,14.24,102.69,295,2.5
2.23,0,0.01,18.95,6.285166667,81.88333333,2.25,14.24,102.69,295,2.5
2.24,0,0.01,18.875,5.00825,81.7,3.475,14.24,102.69,295,2.5
2.25,0,0.01,18.88333333,4.713833333,81.75,0.433333333,14.24,102.69,295,2.5
2.26,0,0.01,18.68333333,4.320833333,82.61666667,1.016666667,14.24,102.69,295,2.5
2.27,0,0.01,18.53333333,7.267,83.11666667,2.85,14.24,102.69,295,2.5
2.28,0,0.01,18.55,14.53466667,82.93333333,1.133333333,14.24,102.69,295,2.5
2.29,0,0.01,18.71666667,31.23,82.2,1.416666667,14.24,102.69,295,2.5
2.3,0,0.01,19.46666667,51.068,79.71666667,2.2,14.24,102.69,295,2.5
2.31,0,0.01,20.03333333,80.7265,77.55,2.266666667,14.24,102.69,295,2.5
2.32,0,0.01,20.88333333,120.2058333,74.71666667,2.516666667,14.24,102.69,295,2.5
2.33,0,0.01,20.925,138.7675,74.725,4.2,14.24,102.69,295,2.5
2.34,0,0.01,21.28333333,169.7025,73.31666667,4.75,14.24,102.69,295,2.5
2.35,0,0.01,21.85,198.1825,71.85,3.55,14.24,102.69,295,2.5
2.36,0,0.01,22.13333333,214.485,71.28333333,3.483333333,14.24,102.69,295,2.5
2.37,0,0.01,22.38333333,228.6271667,70.6,2.683333333,14.24,102.69,295,2.5
2.38,0,0.01,22.61666667,264.7675,70,2.8,14.24,102.69,295,2.5
2.39,0,0.01,22.95,290.1051667,69.15,3.716666667,14.24,102.69,295,2.5
2.4,0,0.01,23.05,315.8353333,68.96666667,4.916666667,14.24,102.69,295,2.5
2.41,0,0.01,23.4,345.003,68.775,4.2,14.24,102.69,295,2.5
2.42,0,0.01,23.5875,382.912125,66.925,5.5,14.24,102.69,295,2.5
2.43,0,0.01,24.54444444,420.2772222,64.46666667,4.166666667,14.24,102.69,295,2.5
2.44,0,0.01,25.16666667,447.2247778,63.07777778,4.344444444,14.24,102.69,295,2.5
2.45,0,0.01,25.3,479.9743333,62.68888889,3.688888889,14.24,102.69,295,2.5
2.46,0,0.01,25.44444444,481.4058889,62.57777778,4.633333333,14.24,102.69,295,2.5
2.47,0,0.01,26.17777778,474.8494444,61.15555556,3.255555556,14.24,102.69,295,2.5
2.48,0,0.01,26.88888889,543.0032222,59.45555556,4.9,14.24,102.69,295,2.5
2.49,0,0.01,27.4,660.3548333,57.88333333,7.016666667,14.24,102.69,295,2.5
2.5,0,0.01,27.53333333,645.4174444,58.04444444,3.766666667,14.24,102.69,295,2.5
2.51,0,0.01,28,623.0487778,56.96666667,3.522222222,14.24,102.69,295,2.5
2.52,0,0.01,28.28888889,588.0193333,56.7,3.2,14.24,102.69,295,2.5
2.53,0,0.01,28.96666667,585.9743333,55.14444444,3.811111111,14.24,102.69,295,2.5
2.54,0,0.01,28.91111111,557.8655556,55.42222222,3.6,14.24,102.69,295,2.5
2.55,0,0.01,28.6,404.4392222,56.03333333,4.955555556,14.24,102.69,295,2.5
2.56,0,0.01,28.47777778,429.8462222,56.55555556,4,14.24,102.69,295,2.5
2.57,0,0.01,28.78888889,417.4877778,55.95555556,3.155555556,14.24,102.69,295,2.5
2.58,0,0.01,28.86666667,478.9253333,55.85,1.733333333,14.24,102.69,295,2.5
2.59,0,0.01,29.35555556,450.7503333,54.76666667,3.844444444,14.24,102.69,295,2.5
2.6,0,0.01,29.37777778,408.4883333,54.62222222,4.1,14.24,102.69,295,2.5
2.61,0,0.01,29.3,392.853,54.625,4.1875,14.24,102.69,295,2.5
2.62,0,0.01,29.43333333,423.5543333,54.33333333,5.222222222,14.24,102.69,295,2.5
2.63,0,0.01,29.6,329.388,54.38333333,4.6,14.24,102.69,295,2.5
2.64,0,0.01,29.06666667,272.0346667,56.28333333,4.683333333,14.24,102.69,295,2.5
2.65,0,0.01,29.03333333,278.9091667,56.38333333,3.283333333,14.24,102.69,295,2.5
2.66,0,0.01,29.175,327.32575,56.025,4.6,14.24,102.69,295,2.5
2.67,0,0.01,29.06666667,279.1056667,55.93333333,6.283333333,14.24,102.69,295,2.5
2.68,0,0.01,29.3,217.6276667,55.41666667,4.85,14.24,102.69,295,2.5
2.69,0,0.01,28.85,173.8273333,56.53333333,5.95,14.24,102.69,295,2.5
2.7,0,0.01,28.61666667,125.7055,57.35,2.05,14.24,102.69,295,2.5
2.71,0,0.01,27.91666667,88.58316667,58.88333333,3.466666667,14.24,102.69,295,2.5
2.72,0,0.01,27.73333333,57.15683333,59.7,2.866666667,14.24,102.69,295,2.5
2.73,0,0.01,26.93333333,28.6765,62.51666667,2.466666667,14.24,102.69,295,2.5
2.74,0,0.01,26.325,14.731,64.225,4.275,14.24,102.69,295,2.5
2.75,0,0.01,25.88333333,8.052666667,66.28333333,1.066666667,14.24,102.69,295,2.5
2.76,0,0.01,25.5,6.285,67.46666667,1.183333333,14.24,102.69,295,2.5
2.77,0,0.01,25.1,4.321,68.53333333,1.116666667,14.24,102.69,295,2.5
2.78,0,0.01,24.63333333,5.1065,70.65,0,14.24,102.69,295,2.5
2.79,0,0.01,23.93333333,5.106666667,73.31666667,0.1,14.24,102.69,295,2.5
2.8,0,0.01,23.55,5.302833333,74.98333333,0.166666667,14.24,102.69,295,2.5
2.81,0,0.01,23.46666667,5.106666667,74.46666667,1.85,14.24,102.69,295,2.5
2.82,0,0.01,23.4,5.1065,74.21666667,0.1,14.24,102.69,295,2.5
2.83,0,0.01,23.225,5.00825,74.6,0.4,14.24,102.69,295,2.5
2.84,0,0.01,22.85,4.910166667,76.15,0.1,14.24,102.69,295,2.5
2.85,0,0.01,22.5,5.696,77.66666667,0,14.24,102.69,295,2.5
2.86,0,0.01,22.38333333,5.499333333,78.66666667,0.1,14.24,102.69,295,2.5
2.87,0,0.01,22.38333333,4.910166667,79.33333333,0.15,14.24,102.69,295,2.5
2.88,0,0.01,22.28333333,4.713666667,79.88333333,0.316666667,14.24,102.69,295,2.5
2.89,0,0.01,22.1,6.481333333,80.15,0.533333333,14.24,102.69,295,2.5
2.9,0,0.01,22.11666667,5.695833333,79.26666667,0.433333333,14.24,102.69,295,2.5
2.91,0,0.01,22.05,5.892,79.2,0,14.24,102.69,295,2.5
2.92,0,0.01,21.95,5.106833333,79.45,0.166666667,14.24,102.69,295,2.5
2.93,0,0.01,21.8,5.499333333,80.5,0.316666667,14.24,102.69,295,2.5
2.94,0,0.01,21.83333333,6.0885,80.65,0.6,14.24,102.69,295,2.5
2.95,0,0.01,21.85,5.303,79.91666667,0.533333333,14.24,102.69,295,2.5
2.96,0,0.01,21.88333333,5.303,79.45,0.05,14.24,102.69,295,2.5
2.97,0,0.01,21.98333333,5.695833333,79,0.966666667,14.24,102.69,295,2.5
2.98,0,0.01,22.2,5.892166667,78.6,1.833333333,14.24,102.69,295,2.5
2.99,0,0.01,22.175,6.776,78,3.25,14.24,102.69,295,2.5
3,0,0.01,22.11666667,4.910166667,78.11666667,1.733333333,14.24,102.69,295,2.5
